client_code,date,amount,currency,type,category,description,balance,merchant
CLIENT_038,2025-04-13,8809.524438105418,KZT,credit,uber,Транзакция uber на сумму 8809.52 ₸,86912.01036362733,Merchant_37
CLIENT_038,2025-06-08,16622.62083151145,KZT,credit,игры,Транзакция игры на сумму 16622.62 ₸,103534.63119513878,Merchant_19
CLIENT_038,2025-07-14,2144.728473804236,KZT,credit,игры,Транзакция игры на сумму 2144.73 ₸,105679.35966894301,Merchant_83
CLIENT_038,2025-08-30,814.6615624224686,KZT,credit,онлайн,Транзакция онлайн на сумму 814.66 ₸,106494.02123136548,Merchant_35
CLIENT_038,2025-08-26,-10702.977162520934,KZT,debit,софт,Транзакция софт на сумму 10702.98 ₸,95791.04406884454,Merchant_48
CLIENT_038,2025-09-07,10316.21959109202,KZT,credit,золото,Транзакция золото на сумму 10316.22 ₸,106107.26365993655,Merchant_4
CLIENT_038,2025-07-13,-10223.654139746312,KZT,debit,subscription,Транзакция subscription на сумму 10223.65 ₸,95883.60952019024,Merchant_42
CLIENT_038,2025-03-28,6383.192460546573,KZT,credit,стриминг,Транзакция стриминг на сумму 6383.19 ₸,102266.80198073681,Merchant_69
CLIENT_038,2025-08-31,2065.27548068486,KZT,credit,подписка,Транзакция подписка на сумму 2065.28 ₸,104332.07746142166,Merchant_63
CLIENT_038,2025-07-03,14079.077674693905,KZT,credit,подписка,Транзакция подписка на сумму 14079.08 ₸,118411.15513611557,Merchant_23
CLIENT_038,2025-07-11,-15068.78214865222,KZT,debit,украшения,Транзакция украшения на сумму 15068.78 ₸,103342.37298746336,Merchant_44
CLIENT_038,2025-05-28,-6955.321882366665,KZT,debit,games,Транзакция games на сумму 6955.32 ₸,96387.05110509669,Merchant_72
CLIENT_038,2025-08-15,5505.4276611729765,KZT,credit,online,Транзакция online на сумму 5505.43 ₸,101892.47876626966,Merchant_95
CLIENT_038,2025-04-19,-3107.760693246759,KZT,debit,subscription,Транзакция subscription на сумму 3107.76 ₸,98784.7180730229,Merchant_71
CLIENT_038,2025-06-24,-3769.32300113962,KZT,debit,fitness,Транзакция fitness на сумму 3769.32 ₸,95015.39507188328,Merchant_86
CLIENT_038,2025-05-02,-2425.4351247704567,KZT,debit,подписка,Транзакция подписка на сумму 2425.44 ₸,92589.95994711282,Merchant_61
CLIENT_038,2025-05-24,6019.005143396421,KZT,credit,стриминг,Транзакция стриминг на сумму 6019.01 ₸,98608.96509050924,Merchant_44
CLIENT_038,2025-03-31,-16437.162513895877,KZT,debit,онлайн,Транзакция онлайн на сумму 16437.16 ₸,82171.80257661337,Merchant_65
CLIENT_038,2025-07-05,2412.9007572098103,KZT,credit,магазин,Транзакция магазин на сумму 2412.90 ₸,84584.70333382317,Merchant_5
CLIENT_038,2025-04-14,-703.579929152746,KZT,debit,subscription,Транзакция subscription на сумму 703.58 ₸,83881.12340467042,Merchant_96
CLIENT_038,2025-06-15,-242.25653639778002,KZT,debit,игры,Транзакция игры на сумму 242.26 ₸,83638.86686827264,Merchant_50
CLIENT_038,2025-09-10,-4330.049421636653,KZT,debit,стриминг,Транзакция стриминг на сумму 4330.05 ₸,79308.81744663599,Merchant_58
CLIENT_038,2025-06-09,-2062.414259518393,KZT,debit,luxury,Транзакция luxury на сумму 2062.41 ₸,77246.4031871176,Merchant_87
CLIENT_038,2025-05-23,-4477.10572225165,KZT,debit,онлайн,Транзакция онлайн на сумму 4477.11 ₸,72769.29746486594,Merchant_82
CLIENT_038,2025-07-21,-4010.813713928193,KZT,debit,такси,Транзакция такси на сумму 4010.81 ₸,68758.48375093775,Merchant_85
CLIENT_038,2025-03-26,10128.511883361429,KZT,credit,online,Транзакция online на сумму 10128.51 ₸,78886.99563429918,Merchant_13
CLIENT_038,2025-06-27,-13660.128139548184,KZT,debit,софт,Транзакция софт на сумму 13660.13 ₸,65226.86749475099,Merchant_68
CLIENT_038,2025-04-06,4659.872497512434,KZT,credit,конвертация,Транзакция конвертация на сумму 4659.87 ₸,69886.73999226342,Merchant_100
CLIENT_038,2025-04-23,5718.406479249827,KZT,fx_buy,fx_sell,Транзакция fx_sell на сумму 5718.41 ₸,75605.14647151325,Merchant_46
CLIENT_038,2025-06-17,5476.405187134827,KZT,credit,подписка,Транзакция подписка на сумму 5476.41 ₸,81081.55165864807,Merchant_97
CLIENT_038,2025-04-29,1532.2065775840815,KZT,credit,games,Транзакция games на сумму 1532.21 ₸,82613.75823623214,Merchant_7
CLIENT_038,2025-06-06,13399.945911968516,KZT,credit,games,Транзакция games на сумму 13399.95 ₸,96013.70414820066,Merchant_67
CLIENT_038,2025-04-06,17482.324815581665,KZT,credit,online,Транзакция online на сумму 17482.32 ₸,113496.02896378233,Merchant_24
CLIENT_038,2025-06-10,-23220.144900754014,KZT,debit,магазин,Транзакция магазин на сумму 23220.14 ₸,90275.88406302832,Merchant_8
CLIENT_038,2025-07-24,-970.7974095658675,KZT,debit,супермаркет,Транзакция супермаркет на сумму 970.80 ₸,89305.08665346245,Merchant_15
CLIENT_038,2025-03-31,7383.683766948511,KZT,credit,онлайн,Транзакция онлайн на сумму 7383.68 ₸,96688.77042041096,Merchant_25
CLIENT_038,2025-08-13,-8105.1846319490005,KZT,debit,здоровье,Транзакция здоровье на сумму 8105.18 ₸,88583.58578846196,Merchant_59
CLIENT_038,2025-03-29,6149.027842019923,KZT,credit,streaming,Транзакция streaming на сумму 6149.03 ₸,94732.61363048188,Merchant_100
CLIENT_038,2025-06-01,21920.854325913104,KZT,credit,cosmetics,Транзакция cosmetics на сумму 21920.85 ₸,116653.46795639498,Merchant_20
CLIENT_038,2025-09-05,8571.342514494916,KZT,credit,apps,Транзакция apps на сумму 8571.34 ₸,125224.81047088989,Merchant_30
CLIENT_038,2025-04-02,9945.147986812348,KZT,fx_buy,fx_buy,Транзакция fx_buy на сумму 9945.15 ₸,135169.95845770225,Merchant_35
CLIENT_038,2025-06-29,4216.4290820464275,KZT,credit,автобус,Транзакция автобус на сумму 4216.43 ₸,139386.38753974868,Merchant_2
CLIENT_038,2025-03-31,-4405.888269460694,KZT,debit,метро,Транзакция метро на сумму 4405.89 ₸,134980.49927028798,Merchant_13
CLIENT_038,2025-04-17,-8759.541605940567,KZT,debit,software,Транзакция software на сумму 8759.54 ₸,126220.95766434741,Merchant_88
CLIENT_038,2025-08-09,5297.457824643946,KZT,credit,игры,Транзакция игры на сумму 5297.46 ₸,131518.41548899136,Merchant_82
CLIENT_038,2025-05-03,10707.256691584706,KZT,credit,eur,Транзакция eur на сумму 10707.26 ₸,142225.67218057608,Merchant_54
CLIENT_038,2025-08-31,203.36449988719838,KZT,credit,автобус,Транзакция автобус на сумму 203.36 ₸,142429.03668046326,Merchant_100
CLIENT_038,2025-04-09,3710.665582582641,KZT,credit,косметика,Транзакция косметика на сумму 3710.67 ₸,146139.7022630459,Merchant_43
CLIENT_038,2025-07-21,-3394.667326170959,KZT,debit,apps,Транзакция apps на сумму 3394.67 ₸,142745.03493687496,Merchant_39
CLIENT_038,2025-06-06,-3366.253130416659,KZT,debit,ювелирные,Транзакция ювелирные на сумму 3366.25 ₸,139378.7818064583,Merchant_36
CLIENT_038,2025-09-14,-10277.878618104769,KZT,debit,online,Транзакция online на сумму 10277.88 ₸,129100.90318835355,Merchant_49
CLIENT_038,2025-04-21,-5059.856760152733,KZT,debit,доллар,Транзакция доллар на сумму 5059.86 ₸,124041.04642820082,Merchant_78
CLIENT_038,2025-06-18,1417.10965047255,KZT,credit,apps,Транзакция apps на сумму 1417.11 ₸,125458.15607867336,Merchant_33
CLIENT_038,2025-08-31,-22430.888462557818,KZT,debit,games,Транзакция games на сумму 22430.89 ₸,103027.26761611554,Merchant_8
CLIENT_038,2025-04-20,-11300.577743086968,KZT,debit,software,Транзакция software на сумму 11300.58 ₸,91726.68987302858,Merchant_83
CLIENT_038,2025-05-13,-7884.871859727176,KZT,debit,apps,Транзакция apps на сумму 7884.87 ₸,83841.8180133014,Merchant_20
CLIENT_038,2025-04-01,-992.1862426640465,KZT,debit,основные траты,Транзакция основные траты на сумму 992.19 ₸,82849.63177063735,Merchant_54
CLIENT_038,2025-05-03,-7163.105489959328,KZT,debit,евро,Транзакция евро на сумму 7163.11 ₸,75686.52628067802,Merchant_11
CLIENT_038,2025-08-09,-4540.1743831921385,KZT,debit,eur,Транзакция eur на сумму 4540.17 ₸,71146.35189748589,Merchant_41
CLIENT_038,2025-08-29,-19902.531395771173,KZT,debit,игры,Транзакция игры на сумму 19902.53 ₸,51243.82050171471,Merchant_57
CLIENT_038,2025-08-18,7567.874845061445,KZT,credit,украшения,Транзакция украшения на сумму 7567.87 ₸,58811.695346776156,Merchant_40
CLIENT_038,2025-06-01,-3059.8726503775,KZT,debit,магазин,Транзакция магазин на сумму 3059.87 ₸,55751.82269639865,Merchant_10
CLIENT_038,2025-06-22,-3348.42771965733,KZT,debit,музыка,Транзакция музыка на сумму 3348.43 ₸,52403.39497674132,Merchant_49
CLIENT_038,2025-04-09,-8621.03134561032,KZT,debit,обмен валют,Транзакция обмен валют на сумму 8621.03 ₸,43782.363631131004,Merchant_59
CLIENT_038,2025-06-28,-5275.312991096097,KZT,debit,онлайн,Транзакция онлайн на сумму 5275.31 ₸,38507.050640034904,Merchant_32
CLIENT_038,2025-09-11,12965.644989293804,KZT,credit,парфюм,Транзакция парфюм на сумму 12965.64 ₸,51472.69562932871,Merchant_45
CLIENT_038,2025-09-10,-1295.1700201051194,KZT,debit,продукты,Транзакция продукты на сумму 1295.17 ₸,50177.52560922359,Merchant_68
CLIENT_038,2025-07-11,-5899.199822042023,KZT,debit,автобус,Транзакция автобус на сумму 5899.20 ₸,44278.325787181566,Merchant_21
CLIENT_038,2025-07-16,1360.4429166769366,KZT,credit,apps,Транзакция apps на сумму 1360.44 ₸,45638.7687038585,Merchant_6
CLIENT_038,2025-04-06,-10019.586169744152,KZT,debit,стриминг,Транзакция стриминг на сумму 10019.59 ₸,35619.18253411435,Merchant_59
CLIENT_038,2025-07-05,4064.8028372264694,KZT,credit,софт,Транзакция софт на сумму 4064.80 ₸,39683.985371340816,Merchant_99
CLIENT_038,2025-05-15,10030.070326949046,KZT,credit,приложения,Транзакция приложения на сумму 10030.07 ₸,49714.05569828986,Merchant_77
CLIENT_038,2025-08-15,751.0457726715657,KZT,credit,games,Транзакция games на сумму 751.05 ₸,50465.10147096143,Merchant_47
CLIENT_038,2025-05-25,-7522.196439692838,KZT,debit,software,Транзакция software на сумму 7522.20 ₸,42942.905031268594,Merchant_31
CLIENT_038,2025-07-06,-21158.055270692188,KZT,debit,развлечения,Транзакция развлечения на сумму 21158.06 ₸,21784.849760576406,Merchant_4
CLIENT_038,2025-09-12,7212.867836740029,KZT,credit,apps,Транзакция apps на сумму 7212.87 ₸,28997.717597316434,Merchant_96
CLIENT_038,2025-06-02,24487.226556794816,KZT,credit,streaming,Транзакция streaming на сумму 24487.23 ₸,53484.94415411125,Merchant_54
CLIENT_038,2025-07-02,-13784.33507661186,KZT,debit,health,Транзакция health на сумму 13784.34 ₸,39700.609077499386,Merchant_47
CLIENT_038,2025-08-04,4093.6602349137165,KZT,credit,eur,Транзакция eur на сумму 4093.66 ₸,43794.269312413104,Merchant_85
CLIENT_038,2025-03-26,-5615.163193031663,KZT,debit,subscription,Транзакция subscription на сумму 5615.16 ₸,38179.10611938144,Merchant_57
CLIENT_038,2025-05-09,-11406.498793255814,KZT,debit,приложения,Транзакция приложения на сумму 11406.50 ₸,26772.607326125624,Merchant_67
CLIENT_038,2025-08-13,-13621.88772535313,KZT,debit,кафе,Транзакция кафе на сумму 13621.89 ₸,13150.719600772494,Merchant_42
CLIENT_038,2025-08-12,3297.9822657982745,KZT,credit,онлайн,Транзакция онлайн на сумму 3297.98 ₸,16448.70186657077,Merchant_31
CLIENT_038,2025-06-13,8930.144886091452,KZT,credit,билет,Транзакция билет на сумму 8930.14 ₸,25378.84675266222,Merchant_2
CLIENT_038,2025-05-01,-35600.983564698334,KZT,debit,music,Транзакция music на сумму 35600.98 ₸,0.0,Merchant_99
CLIENT_038,2025-07-13,-14787.100374061672,KZT,debit,туризм,Транзакция туризм на сумму 14787.10 ₸,0.0,Merchant_76
CLIENT_038,2025-09-04,-11221.885563947475,KZT,debit,games,Транзакция games на сумму 11221.89 ₸,0.0,Merchant_41
CLIENT_038,2025-08-03,-8938.269330783825,KZT,debit,streaming,Транзакция streaming на сумму 8938.27 ₸,0.0,Merchant_58
CLIENT_038,2025-06-13,6913.436083758435,KZT,credit,usd,Транзакция usd на сумму 6913.44 ₸,0.0,Merchant_46
CLIENT_038,2025-04-30,-3952.8095858057018,KZT,debit,подписка,Транзакция подписка на сумму 3952.81 ₸,0.0,Merchant_12
CLIENT_038,2025-05-02,1762.3821796563273,KZT,credit,игры,Транзакция игры на сумму 1762.38 ₸,0.0,Merchant_34
CLIENT_038,2025-08-07,3593.640810585275,KZT,credit,онлайн,Транзакция онлайн на сумму 3593.64 ₸,0.0,Merchant_57
CLIENT_038,2025-07-29,-1407.1799998755846,KZT,debit,apps,Транзакция apps на сумму 1407.18 ₸,0.0,Merchant_98
CLIENT_038,2025-08-09,-560.4645217644788,KZT,debit,streaming,Транзакция streaming на сумму 560.46 ₸,0.0,Merchant_4
CLIENT_038,2025-03-28,-4673.487373031238,KZT,debit,entertainment,Транзакция entertainment на сумму 4673.49 ₸,0.0,Merchant_71
CLIENT_038,2025-09-09,-7937.658164909619,KZT,debit,sport,Транзакция sport на сумму 7937.66 ₸,0.0,Merchant_92
CLIENT_038,2025-06-06,18833.853577522208,KZT,credit,образование,Транзакция образование на сумму 18833.85 ₸,0.0,Merchant_47
CLIENT_038,2025-05-26,-1985.1280576114045,KZT,debit,apps,Транзакция apps на сумму 1985.13 ₸,0.0,Merchant_58
CLIENT_039,2025-07-01,-3640.0382746941123,KZT,debit,игры,Транзакция игры на сумму 3640.04 ₸,199527.17238174114,Merchant_85
CLIENT_039,2025-08-22,12723.884328970773,KZT,credit,магазин,Транзакция магазин на сумму 12723.88 ₸,212251.0567107119,Merchant_10
CLIENT_039,2025-07-09,5566.381037386883,KZT,credit,валюта,Транзакция валюта на сумму 5566.38 ₸,217817.4377480988,Merchant_5
CLIENT_039,2025-06-09,-6555.634701621275,KZT,debit,евро,Транзакция евро на сумму 6555.63 ₸,211261.80304647752,Merchant_90
CLIENT_039,2025-04-03,3341.897448641828,KZT,credit,currency exchange,Транзакция currency exchange на сумму 3341.90 ₸,214603.70049511935,Merchant_83
CLIENT_039,2025-08-02,-12591.395679250787,KZT,debit,uber,Транзакция uber на сумму 12591.40 ₸,202012.30481586856,Merchant_17
CLIENT_039,2025-04-12,-3821.9419554002875,KZT,debit,conversion,Транзакция conversion на сумму 3821.94 ₸,198190.36286046827,Merchant_18
CLIENT_039,2025-06-20,-4644.4462187694535,KZT,debit,cosmetics,Транзакция cosmetics на сумму 4644.45 ₸,193545.91664169883,Merchant_47
CLIENT_039,2025-04-18,-18874.822232972278,KZT,debit,топ-категории,Транзакция топ-категории на сумму 18874.82 ₸,174671.09440872655,Merchant_11
CLIENT_039,2025-05-03,267.78437561295567,KZT,credit,билет,Транзакция билет на сумму 267.78 ₸,174938.8787843395,Merchant_93
CLIENT_039,2025-08-04,-3482.654851950441,KZT,fx_sell,fx_buy,Транзакция fx_buy на сумму 3482.65 ₸,171456.22393238905,Merchant_99
CLIENT_039,2025-04-02,158.46778618630853,KZT,credit,приложения,Транзакция приложения на сумму 158.47 ₸,171614.69171857537,Merchant_40
CLIENT_039,2025-06-21,-5299.923800559494,KZT,debit,hotel,Транзакция hotel на сумму 5299.92 ₸,166314.7679180159,Merchant_53
CLIENT_039,2025-04-15,-22861.374454444267,KZT,debit,основные траты,Транзакция основные траты на сумму 22861.37 ₸,143453.3934635716,Merchant_4
CLIENT_039,2025-04-01,4063.2717457502977,KZT,credit,кафе,Транзакция кафе на сумму 4063.27 ₸,147516.66520932192,Merchant_71
CLIENT_039,2025-04-30,15398.84185164946,KZT,credit,обмен валют,Транзакция обмен валют на сумму 15398.84 ₸,162915.50706097137,Merchant_91
CLIENT_039,2025-07-26,-728.177623480749,KZT,debit,люкс,Транзакция люкс на сумму 728.18 ₸,162187.3294374906,Merchant_60
CLIENT_039,2025-05-18,10213.272229022214,KZT,credit,ресторан,Транзакция ресторан на сумму 10213.27 ₸,172400.6016665128,Merchant_2
CLIENT_039,2025-08-03,-1993.8038612001426,KZT,debit,usd,Транзакция usd на сумму 1993.80 ₸,170406.79780531267,Merchant_52
CLIENT_039,2025-06-03,-18098.48914856311,KZT,debit,кафе,Транзакция кафе на сумму 18098.49 ₸,152308.30865674955,Merchant_70
CLIENT_039,2025-06-26,-10979.315108957091,KZT,debit,такси,Транзакция такси на сумму 10979.32 ₸,141328.99354779246,Merchant_8
CLIENT_039,2025-06-08,-11386.704768279045,KZT,debit,fitness,Транзакция fitness на сумму 11386.70 ₸,129942.28877951342,Merchant_100
CLIENT_039,2025-04-11,-351.9722761980818,KZT,debit,jewelry,Транзакция jewelry на сумму 351.97 ₸,129590.31650331533,Merchant_7
CLIENT_039,2025-08-27,13119.594669393284,KZT,credit,eur,Транзакция eur на сумму 13119.59 ₸,142709.9111727086,Merchant_61
CLIENT_039,2025-09-11,2231.9458555374017,KZT,credit,софт,Транзакция софт на сумму 2231.95 ₸,144941.857028246,Merchant_60
CLIENT_039,2025-06-03,-3186.21138334347,KZT,debit,бензин,Транзакция бензин на сумму 3186.21 ₸,141755.64564490254,Merchant_69
CLIENT_039,2025-07-03,-10570.92623591227,KZT,debit,usd,Транзакция usd на сумму 10570.93 ₸,131184.71940899026,Merchant_19
CLIENT_039,2025-06-30,5108.568702931483,KZT,credit,книги,Транзакция книги на сумму 5108.57 ₸,136293.28811192175,Merchant_61
CLIENT_039,2025-07-05,2284.4770172229055,KZT,credit,супермаркет,Транзакция супермаркет на сумму 2284.48 ₸,138577.76512914465,Merchant_71
CLIENT_039,2025-06-20,4627.086328732898,KZT,credit,конвертация,Транзакция конвертация на сумму 4627.09 ₸,143204.85145787755,Merchant_69
CLIENT_039,2025-07-10,-7842.958731852179,KZT,debit,билет,Транзакция билет на сумму 7842.96 ₸,135361.89272602537,Merchant_91
CLIENT_039,2025-04-23,5650.428839335136,KZT,credit,софт,Транзакция софт на сумму 5650.43 ₸,141012.3215653605,Merchant_78
CLIENT_039,2025-04-04,-19248.341961673425,KZT,debit,здоровье,Транзакция здоровье на сумму 19248.34 ₸,121763.97960368707,Merchant_19
CLIENT_039,2025-07-18,3161.3493522784147,KZT,credit,путешествие,Транзакция путешествие на сумму 3161.35 ₸,124925.32895596548,Merchant_3
CLIENT_039,2025-07-08,2575.7585707200765,KZT,fx_buy,fx_buy,Транзакция fx_buy на сумму 2575.76 ₸,127501.08752668556,Merchant_11
CLIENT_039,2025-04-22,1321.7823505942652,KZT,credit,eur,Транзакция eur на сумму 1321.78 ₸,128822.86987727982,Merchant_21
CLIENT_039,2025-03-25,323.5075959437491,KZT,credit,фитнес,Транзакция фитнес на сумму 323.51 ₸,129146.37747322358,Merchant_38
CLIENT_039,2025-04-29,-5126.666178391598,KZT,debit,yandex,Транзакция yandex на сумму 5126.67 ₸,124019.71129483198,Merchant_53
CLIENT_039,2025-07-11,-8885.744410293797,KZT,debit,ювелирные,Транзакция ювелирные на сумму 8885.74 ₸,115133.96688453818,Merchant_6
CLIENT_039,2025-09-03,4918.8956123010585,KZT,credit,основные траты,Транзакция основные траты на сумму 4918.90 ₸,120052.86249683924,Merchant_38
CLIENT_039,2025-07-10,-23.688367432341263,KZT,fx_sell,fx_buy,Транзакция fx_buy на сумму 23.69 ₸,120029.17412940689,Merchant_61
CLIENT_039,2025-05-11,-8642.208425284563,KZT,debit,доллар,Транзакция доллар на сумму 8642.21 ₸,111386.96570412233,Merchant_81
CLIENT_039,2025-06-13,545.6234880827288,KZT,credit,развлечения,Транзакция развлечения на сумму 545.62 ₸,111932.58919220505,Merchant_76
CLIENT_039,2025-05-16,-18540.811726166667,KZT,debit,currency exchange,Транзакция currency exchange на сумму 18540.81 ₸,93391.77746603839,Merchant_48
CLIENT_039,2025-04-17,12605.054893865004,KZT,credit,обмен валют,Транзакция обмен валют на сумму 12605.05 ₸,105996.83235990339,Merchant_4
CLIENT_039,2025-06-27,-5155.707718835964,KZT,debit,развлечения,Транзакция развлечения на сумму 5155.71 ₸,100841.12464106742,Merchant_29
CLIENT_039,2025-04-10,5120.794586294885,KZT,fx_buy,fx_sell,Транзакция fx_sell на сумму 5120.79 ₸,105961.9192273623,Merchant_22
CLIENT_039,2025-05-09,3506.8293800844185,KZT,fx_buy,fx_sell,Транзакция fx_sell на сумму 3506.83 ₸,109468.74860744673,Merchant_13
CLIENT_039,2025-07-21,-6673.073439364396,KZT,debit,продукты,Транзакция продукты на сумму 6673.07 ₸,102795.67516808234,Merchant_34
CLIENT_039,2025-08-20,356.0113688898145,KZT,fx_buy,fx_buy,Транзакция fx_buy на сумму 356.01 ₸,103151.68653697215,Merchant_70
CLIENT_039,2025-05-12,2631.3383323546086,KZT,credit,фитнес,Транзакция фитнес на сумму 2631.34 ₸,105783.02486932676,Merchant_92
CLIENT_039,2025-08-04,-6884.997897575461,KZT,debit,парфюм,Транзакция парфюм на сумму 6885.00 ₸,98898.0269717513,Merchant_93
CLIENT_039,2025-09-04,1037.473824225063,KZT,credit,usd,Транзакция usd на сумму 1037.47 ₸,99935.50079597636,Merchant_58
CLIENT_039,2025-06-16,-4844.853230302469,KZT,fx_sell,fx_buy,Транзакция fx_buy на сумму 4844.85 ₸,95090.64756567389,Merchant_45
CLIENT_039,2025-08-22,612.1883191497508,KZT,credit,обмен валют,Транзакция обмен валют на сумму 612.19 ₸,95702.83588482364,Merchant_100
CLIENT_039,2025-06-17,-228.31719440994092,KZT,debit,games,Транзакция games на сумму 228.32 ₸,95474.5186904137,Merchant_34
CLIENT_039,2025-06-03,5884.139553099019,KZT,credit,eur,Транзакция eur на сумму 5884.14 ₸,101358.6582435127,Merchant_49
CLIENT_039,2025-08-09,18526.441585803335,KZT,credit,софт,Транзакция софт на сумму 18526.44 ₸,119885.09982931604,Merchant_11
CLIENT_039,2025-09-11,4478.383577002627,KZT,credit,обмен валют,Транзакция обмен валют на сумму 4478.38 ₸,124363.48340631867,Merchant_56
CLIENT_039,2025-08-14,-154.50794383053113,KZT,debit,евро,Транзакция евро на сумму 154.51 ₸,124208.97546248815,Merchant_33
CLIENT_039,2025-03-20,-24385.12825876633,KZT,debit,eur,Транзакция eur на сумму 24385.13 ₸,99823.84720372182,Merchant_99
CLIENT_039,2025-04-24,4522.304600824753,KZT,credit,usd,Транзакция usd на сумму 4522.30 ₸,104346.15180454656,Merchant_61
CLIENT_039,2025-06-03,-17883.827620408763,KZT,debit,стриминг,Транзакция стриминг на сумму 17883.83 ₸,86462.3241841378,Merchant_68
CLIENT_039,2025-05-13,-487.97214637705764,KZT,debit,отель,Транзакция отель на сумму 487.97 ₸,85974.35203776075,Merchant_45
CLIENT_039,2025-06-15,-5419.90842759706,KZT,debit,конвертация,Транзакция конвертация на сумму 5419.91 ₸,80554.4436101637,Merchant_19
CLIENT_039,2025-05-18,-1039.7118106427845,KZT,debit,здоровье,Транзакция здоровье на сумму 1039.71 ₸,79514.73179952092,Merchant_18
CLIENT_039,2025-07-21,-7676.989627368596,KZT,debit,конвертация,Транзакция конвертация на сумму 7676.99 ₸,71837.74217215231,Merchant_89
CLIENT_039,2025-07-09,-9246.92363707984,KZT,debit,luxury,Транзакция luxury на сумму 9246.92 ₸,62590.818535072474,Merchant_58
CLIENT_039,2025-03-26,-4335.021040621066,KZT,debit,uber,Транзакция uber на сумму 4335.02 ₸,58255.797494451406,Merchant_81
CLIENT_039,2025-06-24,-5353.986707289278,KZT,debit,конвертация,Транзакция конвертация на сумму 5353.99 ₸,52901.81078716213,Merchant_29
CLIENT_039,2025-04-06,119.47414256753483,KZT,credit,conversion,Транзакция conversion на сумму 119.47 ₸,53021.28492972967,Merchant_49
CLIENT_039,2025-06-02,15567.028802081897,KZT,credit,подписка,Транзакция подписка на сумму 15567.03 ₸,68588.31373181156,Merchant_1
CLIENT_039,2025-07-20,-3184.4500860273665,KZT,fx_sell,fx_buy,Транзакция fx_buy на сумму 3184.45 ₸,65403.86364578419,Merchant_45
CLIENT_039,2025-06-07,743.0244230276916,KZT,credit,софт,Транзакция софт на сумму 743.02 ₸,66146.88806881188,Merchant_12
CLIENT_039,2025-08-14,-7344.220573798919,KZT,debit,games,Транзакция games на сумму 7344.22 ₸,58802.66749501296,Merchant_64
CLIENT_039,2025-08-28,8549.821802267807,KZT,credit,туризм,Транзакция туризм на сумму 8549.82 ₸,67352.48929728077,Merchant_83
CLIENT_039,2025-05-09,12864.054489956743,KZT,credit,yandex,Транзакция yandex на сумму 12864.05 ₸,80216.54378723752,Merchant_55
CLIENT_039,2025-05-16,3386.828851266328,KZT,credit,евро,Транзакция евро на сумму 3386.83 ₸,83603.37263850385,Merchant_61
CLIENT_039,2025-08-02,-198.08680685238903,KZT,debit,софт,Транзакция софт на сумму 198.09 ₸,83405.28583165146,Merchant_98
CLIENT_039,2025-06-26,-12347.832882026458,KZT,debit,music,Транзакция music на сумму 12347.83 ₸,71057.452949625,Merchant_73
CLIENT_039,2025-05-24,3845.186936209965,KZT,credit,hotel,Транзакция hotel на сумму 3845.19 ₸,74902.63988583497,Merchant_95
CLIENT_039,2025-07-20,-3848.8576249245452,KZT,debit,eur,Транзакция eur на сумму 3848.86 ₸,71053.78226091043,Merchant_4
CLIENT_039,2025-05-04,-6838.677376558163,KZT,debit,валюта,Транзакция валюта на сумму 6838.68 ₸,64215.10488435227,Merchant_99
CLIENT_039,2025-07-15,-12770.467674610769,KZT,fx_sell,fx_buy,Транзакция fx_buy на сумму 12770.47 ₸,51444.6372097415,Merchant_41
CLIENT_040,2025-07-26,-1436.7013218315963,KZT,debit,hotel,Транзакция hotel на сумму 1436.70 ₸,121661.40794516381,Merchant_94
CLIENT_040,2025-08-01,-2526.1972608481115,KZT,debit,обмен валют,Транзакция обмен валют на сумму 2526.20 ₸,119135.2106843157,Merchant_54
CLIENT_040,2025-03-26,4737.264729993727,KZT,credit,premium,Транзакция premium на сумму 4737.26 ₸,123872.47541430942,Merchant_6
CLIENT_040,2025-08-30,11960.907092071313,KZT,credit,sport,Транзакция sport на сумму 11960.91 ₸,135833.38250638073,Merchant_87
CLIENT_040,2025-03-23,11202.147579369424,KZT,credit,обмен валют,Транзакция обмен валют на сумму 11202.15 ₸,147035.53008575016,Merchant_63
CLIENT_040,2025-06-08,-7859.224514361004,KZT,debit,развлечения,Транзакция развлечения на сумму 7859.22 ₸,139176.30557138915,Merchant_40
CLIENT_040,2025-08-30,-1556.1351122715755,KZT,debit,books,Транзакция books на сумму 1556.14 ₸,137620.17045911757,Merchant_14
CLIENT_040,2025-04-11,142.27741818418497,KZT,credit,туризм,Транзакция туризм на сумму 142.28 ₸,137762.44787730175,Merchant_55
CLIENT_040,2025-08-22,-2998.0391928277054,KZT,debit,usd,Транзакция usd на сумму 2998.04 ₸,134764.40868447404,Merchant_94
CLIENT_040,2025-04-04,-23126.383241736068,KZT,debit,бензин,Транзакция бензин на сумму 23126.38 ₸,111638.02544273797,Merchant_80
CLIENT_040,2025-07-10,5177.526883132867,KZT,credit,conversion,Транзакция conversion на сумму 5177.53 ₸,116815.55232587084,Merchant_27
CLIENT_040,2025-06-16,-2890.699669749788,KZT,debit,топ-категории,Транзакция топ-категории на сумму 2890.70 ₸,113924.85265612106,Merchant_86
CLIENT_040,2025-07-21,-11783.031455454813,KZT,debit,travel,Транзакция travel на сумму 11783.03 ₸,102141.82120066625,Merchant_45
